Rank,Full Journal Title,Abbreviated Title,ISSN,Total Cites,Journal Impact Factor
9759,International Journal of Innovation and Technology Management,INT J INNOV TECHNOL,02198770,2.2,1.6
9759,International Journal of Innovation and Technology Management,INT J INNOV TECHNOL,17936950,2.2,1.6
9760,International Journal of Law and Information Technology,INT J LAW INFORM TEC,09670769,2.2,1.6
9760,International Journal of Law and Information Technology,INT J LAW INFORM TEC,14643693,2.2,1.6
9761,JOURNAL OF AMERICAN COLLEGE HEALTH,J AM COLL HEALTH,07448481,2.2,1.6
9761,JOURNAL OF AMERICAN COLLEGE HEALTH,J AM COLL HEALTH,19403208,2.2,1.6
9762,Journal of Biomedical Semantics,J BIOMED SEMANT,20411480,2.2,1.6
9763,JOURNAL OF NURSING EDUCATION,J NURS EDUC,01484834,2.2,1.6
9763,JOURNAL OF NURSING EDUCATION,J NURS EDUC,19382421,2.2,1.6
9764,Journal of Survey Statistics and Methodology,J SURV STAT METHODOL,23250984,2.2,1.6
9764,Journal of Survey Statistics and Methodology,J SURV STAT METHODOL,23250992,2.2,1.6
9765,JOURNAL OF VERTEBRATE PALEONTOLOGY,J VERTEBR PALEONTOL,02724634,2.2,1.6
9765,JOURNAL OF VERTEBRATE PALEONTOLOGY,J VERTEBR PALEONTOL,19372809,2.2,1.6
9766,Laryngoscope Investigative Otolaryngology,LARYNGOSCOPE INVEST,23788038,2.2,1.6
9767,MATHEMATICAL FINANCE,MATH FINANC,09601627,2.2,1.6
9767,MATHEMATICAL FINANCE,MATH FINANC,14679965,2.2,1.6
9768,SOCIAL DEVELOPMENT,SOC DEV,0961205X,2.2,1.6
9768,SOCIAL DEVELOPMENT,SOC DEV,14679507,2.2,1.6
9769,Action Research,ACTION RES-LONDON,14767503,2.1,1.6
9769,Action Research,ACTION RES-LONDON,17412617,2.1,1.6
9770,Anatolia-International Journal of Tourism and Hospitality Research,ANATOLIA,13032917,2.1,1.6
9770,Anatolia-International Journal of Tourism and Hospitality Research,ANATOLIA,21566909,2.1,1.6
9771,Animal Reproduction,ANIM REPROD,18069614,2.1,1.6
9771,Animal Reproduction,ANIM REPROD,19843143,2.1,1.6
9772,Australasian Journal of Early Childhood,AUST J EARLY CHILD,18369391,2.1,1.6
9772,Australasian Journal of Early Childhood,AUST J EARLY CHILD,18395961,2.1,1.6
9773,Cardiovascular Engineering and Technology,CARDIOVASC ENG TECHN,1869408X,2.1,1.6
9773,Cardiovascular Engineering and Technology,CARDIOVASC ENG TECHN,18694098,2.1,1.6
9774,Child & Family Social Work,CHILD FAM SOC WORK,13567500,2.1,1.6
9774,Child & Family Social Work,CHILD FAM SOC WORK,13652206,2.1,1.6
9775,CHILD NEUROPSYCHOLOGY,CHILD NEUROPSYCHOL,09297049,2.1,1.6
9775,CHILD NEUROPSYCHOLOGY,CHILD NEUROPSYCHOL,17444136,2.1,1.6
9776,Criminology & Criminal Justice,CRIMINOL CRIM JUSTIC,17488958,2.1,1.6
9776,Criminology & Criminal Justice,CRIMINOL CRIM JUSTIC,17488966,2.1,1.6
9777,DEVELOPMENTAL NEUROPSYCHOLOGY,DEV NEUROPSYCHOL,87565641,2.1,1.6
9777,DEVELOPMENTAL NEUROPSYCHOLOGY,DEV NEUROPSYCHOL,15326942,2.1,1.6
9778,Du Bois Review-Social Science Research on Race,DU BOIS REV,1742058X,2.1,1.6
9778,Du Bois Review-Social Science Research on Race,DU BOIS REV,17420598,2.1,1.6
9779,ECONOMICA,ECONOMICA,00130427,2.1,1.6
9779,ECONOMICA,ECONOMICA,14680335,2.1,1.6
9780,European Endodontic Journal,EUR ENDOD J,25480839,2.1,1.6
9781,HUMAN MOVEMENT SCIENCE,HUM MOVEMENT SCI,01679457,2.1,1.6
9781,HUMAN MOVEMENT SCIENCE,HUM MOVEMENT SCI,18727646,2.1,1.6
9782,Information and Computer Security,INF COMPUT SECUR,20564961,2.1,1.6
9783,Innovation-The European Journal of Social Science Research,INNOVATION-ABINGDON,13511610,2.1,1.6
9783,Innovation-The European Journal of Social Science Research,INNOVATION-ABINGDON,14698412,2.1,1.6
9784,International Journal of Dental Hygiene,INT J DENT HYG,16015029,2.1,1.6
9784,International Journal of Dental Hygiene,INT J DENT HYG,16015037,2.1,1.6
9785,INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY,INT J GYNECOL PATHOL,02771691,2.1,1.6
9785,INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY,INT J GYNECOL PATHOL,15387151,2.1,1.6
9786,INTERNATIONAL MIGRATION,INT MIGR,00207985,2.1,1.6
9786,INTERNATIONAL MIGRATION,INT MIGR,14682435,2.1,1.6
9787,Journal of Advanced Concrete Technology,J ADV CONCR TECHNOL,13468014,2.1,1.6
9787,Journal of Advanced Concrete Technology,J ADV CONCR TECHNOL,13473913,2.1,1.6
9788,JOURNAL OF FAMILY ISSUES,J FAM ISSUES,0192513X,2.1,1.6
9788,JOURNAL OF FAMILY ISSUES,J FAM ISSUES,15525481,2.1,1.6
9789,Journal of Social Work in End-of-Life & Palliative Care,J SOC WORK END-LIFE,15524256,2.1,1.6
9789,Journal of Social Work in End-of-Life & Palliative Care,J SOC WORK END-LIFE,15524264,2.1,1.6
9790,LEARNING DISABILITY QUARTERLY,LEARN DISABILITY Q,07319487,2.1,1.6
9790,LEARNING DISABILITY QUARTERLY,LEARN DISABILITY Q,2168376X,2.1,1.6
9791,MethodsX,METHODSX,22150161,2.1,1.6
9792,NETWORKS & SPATIAL ECONOMICS,NETW SPAT ECON,1566113X,2.1,1.6
9792,NETWORKS & SPATIAL ECONOMICS,NETW SPAT ECON,15729427,2.1,1.6
9793,Occupational Health Science,OCCUP HEALTH SCI,23670134,2.1,1.6
9793,Occupational Health Science,OCCUP HEALTH SCI,23670142,2.1,1.6
9794,Pain Management Nursing,PAIN MANAG NURS,15249042,2.1,1.6
9794,Pain Management Nursing,PAIN MANAG NURS,15328635,2.1,1.6
9795,Qualitative Market Research,QUAL MARK RES,13522752,2.1,1.6
9795,Qualitative Market Research,QUAL MARK RES,17587646,2.1,1.6
9796,Surveillance & Society,SURVEILL SOC,14777487,2.1,1.6
9797,Team Performance Management,TEAM PERFORM MANAG,13527592,2.1,1.6
9797,Team Performance Management,TEAM PERFORM MANAG,17586860,2.1,1.6
9798,Alternative-An International Journal of Indigenous Peoples,ALTERNATIVE,11771801,2,1.6
9798,Alternative-An International Journal of Indigenous Peoples,ALTERNATIVE,11741740,2,1.6
9799,AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,AM J CLIN ONCOL-CANC,02773732,2,1.6
9799,AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,AM J CLIN ONCOL-CANC,1537453X,2,1.6
9800,AMERICAN POLITICS RESEARCH,AM POLIT RES,1532673X,2,1.6
9800,AMERICAN POLITICS RESEARCH,AM POLIT RES,15523373,2,1.6
9801,ATMOSPHERE-OCEAN,ATMOS OCEAN,07055900,2,1.6
9801,ATMOSPHERE-OCEAN,ATMOS OCEAN,14809214,2,1.6
9802,Australian Journal of General Practice,AUST J GEN PRACT,2208794X,2,1.6
9802,Australian Journal of General Practice,AUST J GEN PRACT,22087958,2,1.6
9803,Australian Occupational Therapy Journal,AUST OCCUP THER J,00450766,2,1.6
9803,Australian Occupational Therapy Journal,AUST OCCUP THER J,14401630,2,1.6
9804,BIOTECHNIC & HISTOCHEMISTRY,BIOTECH HISTOCHEM,10520295,2,1.6
9804,BIOTECHNIC & HISTOCHEMISTRY,BIOTECH HISTOCHEM,14737760,2,1.6
9805,BOTANICA MARINA,BOT MAR,00068055,2,1.6
9805,BOTANICA MARINA,BOT MAR,14374323,2,1.6
9806,CANADIAN JOURNAL OF CHEMICAL ENGINEERING,CAN J CHEM ENG,00084034,2,1.6
9806,CANADIAN JOURNAL OF CHEMICAL ENGINEERING,CAN J CHEM ENG,1939019X,2,1.6
9807,Canadian Pharmacists Journal,CAN PHARM J,17151635,2,1.6
9807,Canadian Pharmacists Journal,CAN PHARM J,1913701X,2,1.6
9808,CHEMOECOLOGY,CHEMOECOLOGY,09377409,2,1.6
9808,CHEMOECOLOGY,CHEMOECOLOGY,14230445,2,1.6
9809,Compare-A Journal of Comparative and International Education,COMPARE,03057925,2,1.6
9809,Compare-A Journal of Comparative and International Education,COMPARE,14693623,2,1.6
9810,COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,COMPUT OPTIM APPL,09266003,2,1.6
9810,COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,COMPUT OPTIM APPL,15732894,2,1.6
9811,CURRICULUM INQUIRY,CURRICULUM INQ,03626784,2,1.6
9811,CURRICULUM INQUIRY,CURRICULUM INQ,1467873X,2,1.6
9812,ECOLOGY OF FRESHWATER FISH,ECOL FRESHW FISH,09066691,2,1.6
9812,ECOLOGY OF FRESHWATER FISH,ECOL FRESHW FISH,16000633,2,1.6
9813,EDUCATIONAL POLICY,EDUC POLICY,08959048,2,1.6
9813,EDUCATIONAL POLICY,EDUC POLICY,15523896,2,1.6
9814,EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES,EXP CLIN ENDOCR DIAB,09477349,2,1.6
9814,EXPERIMENTAL AND CLINICAL ENDOCRINOLOGY & DIABETES,EXP CLIN ENDOCR DIAB,14393646,2,1.6
9815,Facial Plastic Surgery & Aesthetic Medicine,FACIAL PLAST SURG AE,26893614,2,1.6
9815,Facial Plastic Surgery & Aesthetic Medicine,FACIAL PLAST SURG AE,26893622,2,1.6
9816,FETAL DIAGNOSIS AND THERAPY,FETAL DIAGN THER,10153837,2,1.6
9816,FETAL DIAGNOSIS AND THERAPY,FETAL DIAGN THER,14219964,2,1.6
9817,IET Energy Systems Integration,IET ENERG SYST INTEG,25168401,2,1.6
9818,International Journal of Architectural Computing,INT J ARCHIT COMPUT,14780771,2,1.6
9818,International Journal of Architectural Computing,INT J ARCHIT COMPUT,20483988,2,1.6
9819,International Journal of Food Engineering,INT J FOOD ENG,21945764,2,1.6
9819,International Journal of Food Engineering,INT J FOOD ENG,15563758,2,1.6
9820,International Journal of Sports Physical Therapy,INT J SPORTS PHYS TH,21592896,2,1.6
9821,Journal for Labour Market Research,J LABOUR MARK RES,25105019,2,1.6
9821,Journal for Labour Market Research,J LABOUR MARK RES,25105027,2,1.6
9822,Journal of Developmental and Life-Course Criminology,J DEV LIFE-COURSE CR,21994641,2,1.6
9822,Journal of Developmental and Life-Course Criminology,J DEV LIFE-COURSE CR,2199465X,2,1.6
9823,Journal of Information Communication & Ethics in Society,J INF COMMUN ETHICS,1477996X,2,1.6
9823,Journal of Information Communication & Ethics in Society,J INF COMMUN ETHICS,17588871,2,1.6
9824,JOURNAL OF MAMMALIAN EVOLUTION,J MAMM EVOL,10647554,2,1.6
9824,JOURNAL OF MAMMALIAN EVOLUTION,J MAMM EVOL,15737055,2,1.6
9825,Journal of Patient-Centered Research and Reviews,J PATIENT-CENTER RES,2330068X,2,1.6
9825,Journal of Patient-Centered Research and Reviews,J PATIENT-CENTER RES,23300698,2,1.6
9826,Journal of Public Health Research,J PUBLIC HEALTH RES,22799028,2,1.6
9826,Journal of Public Health Research,J PUBLIC HEALTH RES,22799036,2,1.6
9827,Journal of Women Politics & Policy,J WOMEN POLIT POLICY,1554477X,2,1.6
9827,Journal of Women Politics & Policy,J WOMEN POLIT POLICY,15544788,2,1.6
9828,KNEE,KNEE,09680160,2,1.6
9828,KNEE,KNEE,18735800,2,1.6
9829,NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW,NETH J GEOSCI,00167746,2,1.6
9829,NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW,NETH J GEOSCI,15739708,2,1.6
9830,NEUROGENETICS,NEUROGENETICS,13646745,2,1.6
9830,NEUROGENETICS,NEUROGENETICS,13646753,2,1.6
9831,Oral Radiology,ORAL RADIOL,09116028,2,1.6
9831,Oral Radiology,ORAL RADIOL,16139674,2,1.6
9832,PLANT BIOSYSTEMS,PLANT BIOSYST,11263504,2,1.6
9832,PLANT BIOSYSTEMS,PLANT BIOSYST,17245575,2,1.6
9833,Primary Health Care Research and Development,PRIM HEALTH CARE RES,14634236,2,1.6
9833,Primary Health Care Research and Development,PRIM HEALTH CARE RES,14771128,2,1.6
9834,Psychology of Music,PSYCHOL MUSIC,03057356,2,1.6
9834,Psychology of Music,PSYCHOL MUSIC,17413087,2,1.6
9835,RESEARCH IN THE TEACHING OF ENGLISH,RES TEACH ENGL,0034527X,2,1.6
9835,RESEARCH IN THE TEACHING OF ENGLISH,RES TEACH ENGL,19432348,2,1.6
9836,STATISTICS AND COMPUTING,STAT COMPUT,09603174,2,1.6
9836,STATISTICS AND COMPUTING,STAT COMPUT,15731375,2,1.6
9837,Systems Engineering,SYSTEMS ENG,10981241,2,1.6
9837,Systems Engineering,SYSTEMS ENG,15206858,2,1.6
9838,TEXTILE RESEARCH JOURNAL,TEXT RES J,00405175,2,1.6
9838,TEXTILE RESEARCH JOURNAL,TEXT RES J,17467748,2,1.6
9839,Transnational Corporations Review,TRANSNATL CORP REV,19186444,2,1.6
9839,Transnational Corporations Review,TRANSNATL CORP REV,19252099,2,1.6
9840,Urban Policy and Research,URBAN POLICY RES,08111146,2,1.6
9840,Urban Policy and Research,URBAN POLICY RES,14767244,2,1.6
9841,WILDLIFE RESEARCH,WILDLIFE RES,10353712,2,1.6
9841,WILDLIFE RESEARCH,WILDLIFE RES,14485494,2,1.6
9842,Accounting Perspectives,ACCOUNT PERSPECT,1911382X,1.9,1.6
9842,Accounting Perspectives,ACCOUNT PERSPECT,19113838,1.9,1.6
9843,ACTA CYTOLOGICA,ACTA CYTOL,00015547,1.9,1.6
9843,ACTA CYTOLOGICA,ACTA CYTOL,19382650,1.9,1.6
9844,Advances in Neonatal Care,ADV NEONAT CARE,15360903,1.9,1.6
9844,Advances in Neonatal Care,ADV NEONAT CARE,15360911,1.9,1.6
9845,ANALYTICAL LETTERS,ANAL LETT,00032719,1.9,1.6
9845,ANALYTICAL LETTERS,ANAL LETT,1532236X,1.9,1.6
9846,Archives Animal Breeding,ARCH ANIM BREED,00039438,1.9,1.6
9846,Archives Animal Breeding,ARCH ANIM BREED,23639822,1.9,1.6
9847,ARCTIC ANTARCTIC AND ALPINE RESEARCH,ARCT ANTARCT ALP RES,15230430,1.9,1.6
9847,ARCTIC ANTARCTIC AND ALPINE RESEARCH,ARCT ANTARCT ALP RES,19384246,1.9,1.6
9848,Avian Research,AVIAN RES,20537166,1.9,1.6
9849,BEHAVIOURAL PHARMACOLOGY,BEHAV PHARMACOL,09558810,1.9,1.6
9849,BEHAVIOURAL PHARMACOLOGY,BEHAV PHARMACOL,14735849,1.9,1.6
9850,Biointerphases,BIOINTERPHASES,19348630,1.9,1.6
9850,Biointerphases,BIOINTERPHASES,15594106,1.9,1.6
9851,BMC Surgery,BMC SURG,14712482,1.9,1.6
9852,CANADIAN JOURNAL OF PLANT PATHOLOGY,CAN J PLANT PATHOL,07060661,1.9,1.6
9852,CANADIAN JOURNAL OF PLANT PATHOLOGY,CAN J PLANT PATHOL,17152992,1.9,1.6
9853,CLINICAL EEG AND NEUROSCIENCE,CLIN EEG NEUROSCI,15500594,1.9,1.6
9853,CLINICAL EEG AND NEUROSCIENCE,CLIN EEG NEUROSCI,21695202,1.9,1.6
9854,Clinical Spine Surgery,CLIN SPINE SURG,23800186,1.9,1.6
9855,Collegian,COLLEGIAN,13227696,1.9,1.6
9855,Collegian,COLLEGIAN,18767575,1.9,1.6
9856,Critical Studies on Terrorism,CRIT STUD TERROR,17539153,1.9,1.6
9856,Critical Studies on Terrorism,CRIT STUD TERROR,17539161,1.9,1.6
9857,CULTURAL GEOGRAPHIES,CULT GEOGR,14744740,1.9,1.6
9857,CULTURAL GEOGRAPHIES,CULT GEOGR,14770881,1.9,1.6
9858,Current Zoology,CURR ZOOL,16745507,1.9,1.6
9858,Current Zoology,CURR ZOOL,23969814,1.9,1.6
9859,DEFENCE AND PEACE ECONOMICS,DEFENCE PEACE ECON,10242694,1.9,1.6
9859,DEFENCE AND PEACE ECONOMICS,DEFENCE PEACE ECON,14768267,1.9,1.6
9860,European Journal on Criminal Policy and Research,EUR J CRIM POLICY RE,09281371,1.9,1.6
9860,European Journal on Criminal Policy and Research,EUR J CRIM POLICY RE,15729869,1.9,1.6
9861,HEAT TRANSFER ENGINEERING,HEAT TRANSFER ENG,01457632,1.9,1.6
9861,HEAT TRANSFER ENGINEERING,HEAT TRANSFER ENG,15210537,1.9,1.6
9862,International Journal of Breast Cancer,INT J BREAST CANCER,20903170,1.9,1.6
9862,International Journal of Breast Cancer,INT J BREAST CANCER,20903189,1.9,1.6
9863,International Journal of Industrial Engineering Computations,INT J IND ENG COMP,19232926,1.9,1.6
9863,International Journal of Industrial Engineering Computations,INT J IND ENG COMP,19232934,1.9,1.6
9864,International Journal of Occupational Safety and Ergonomics,INT J OCCUP SAF ERGO,10803548,1.9,1.6
9864,International Journal of Occupational Safety and Ergonomics,INT J OCCUP SAF ERGO,23769130,1.9,1.6
9865,Journal of Behavioral and Experimental Economics,J BEHAV EXP ECON,22148043,1.9,1.6
9865,Journal of Behavioral and Experimental Economics,J BEHAV EXP ECON,22148051,1.9,1.6
9866,Journal of Child and Adolescent Psychiatric Nursing,J CHILD ADOL PS NURS,10736077,1.9,1.6
9866,Journal of Child and Adolescent Psychiatric Nursing,J CHILD ADOL PS NURS,17446171,1.9,1.6
9867,JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS,J CLIN PSYCHOL MED S,10689583,1.9,1.6
9867,JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS,J CLIN PSYCHOL MED S,15733572,1.9,1.6
9868,JOURNAL OF DAIRY RESEARCH,J DAIRY RES,00220299,1.9,1.6
9868,JOURNAL OF DAIRY RESEARCH,J DAIRY RES,14697629,1.9,1.6
9869,Journal of Geophysics and Engineering,J GEOPHYS ENG,17422132,1.9,1.6
9869,Journal of Geophysics and Engineering,J GEOPHYS ENG,17422140,1.9,1.6
9870,JOURNAL OF IMMUNOLOGICAL METHODS,J IMMUNOL METHODS,00221759,1.9,1.6
9870,JOURNAL OF IMMUNOLOGICAL METHODS,J IMMUNOL METHODS,18727905,1.9,1.6
9871,JOURNAL OF INTERVENTIONAL CARDIOLOGY,J INTERV CARDIOL,08964327,1.9,1.6
9871,JOURNAL OF INTERVENTIONAL CARDIOLOGY,J INTERV CARDIOL,15408183,1.9,1.6
9872,Journal of Knee Surgery,J KNEE SURG,15388506,1.9,1.6
9872,Journal of Knee Surgery,J KNEE SURG,19382480,1.9,1.6
9873,Journal of Legal Affairs and Dispute Resolution in Engineering and Construction,J LEG AFF DISPUTE RE,19434162,1.9,1.6
9873,Journal of Legal Affairs and Dispute Resolution in Engineering and Construction,J LEG AFF DISPUTE RE,19434170,1.9,1.6
9874,JOURNAL OF PHILOSOPHY,J PHILOS,0022362X,1.9,1.6
9874,JOURNAL OF PHILOSOPHY,J PHILOS,19398549,1.9,1.6
9875,Journal of the American College of Emergency Physicians Open,JACEP OPEN,26881152,1.9,1.6
9876,Journal of the Society for Social Work and Research,J SOC SOC WORK RES,23342315,1.9,1.6
9876,Journal of the Society for Social Work and Research,J SOC SOC WORK RES,1948822X,1.9,1.6
9877,Journal of Vascular Access,J VASC ACCESS,11297298,1.9,1.6
9877,Journal of Vascular Access,J VASC ACCESS,17246032,1.9,1.6
9878,KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY,KOREAN J PHYSIOL PHA,12264512,1.9,1.6
9878,KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY,KOREAN J PHYSIOL PHA,20933827,1.9,1.6
9879,NONLINEARITY,NONLINEARITY,09517715,1.9,1.6
9879,NONLINEARITY,NONLINEARITY,13616544,1.9,1.6
9880,Obstetrics and Gynecology International,OBSTET GYNECOL INT,16879589,1.9,1.6
9880,Obstetrics and Gynecology International,OBSTET GYNECOL INT,16879597,1.9,1.6
9881,OPTIMIZATION,OPTIMIZATION,02331934,1.9,1.6
9881,OPTIMIZATION,OPTIMIZATION,10294945,1.9,1.6
9882,OPTOMETRY AND VISION SCIENCE,OPTOMETRY VISION SCI,10405488,1.9,1.6
9882,OPTOMETRY AND VISION SCIENCE,OPTOMETRY VISION SCI,15389235,1.9,1.6
9883,Reflective Practice,REFLECT PRACT,14623943,1.9,1.6
9883,Reflective Practice,REFLECT PRACT,14701103,1.9,1.6
9884,Research in Comparative and International Education,RES COMP INT EDUC,17454999,1.9,1.6
9885,SIAM Journal on Applied Algebra and Geometry,SIAM J APPL ALGEBR G,24706566,1.9,1.6
9886,Social Justice Research,SOC JUSTICE RES,08857466,1.9,1.6
9886,Social Justice Research,SOC JUSTICE RES,15736725,1.9,1.6
9887,SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE,S AFR J HIV MED,16089693,1.9,1.6
9887,SOUTHERN AFRICAN JOURNAL OF HIV MEDICINE,S AFR J HIV MED,20786751,1.9,1.6
9888,Sport Management Education Journal,SPORT MANAG EDUC J,19386974,1.9,1.6
9888,Sport Management Education Journal,SPORT MANAG EDUC J,21632367,1.9,1.6
9889,SYNAPSE,SYNAPSE,08874476,1.9,1.6
9889,SYNAPSE,SYNAPSE,10982396,1.9,1.6
9890,TRANSPORTATION RESEARCH RECORD,TRANSPORT RES REC,03611981,1.9,1.6
9890,TRANSPORTATION RESEARCH RECORD,TRANSPORT RES REC,21694052,1.9,1.6
9891,ACTA HISTOCHEMICA ET CYTOCHEMICA,ACTA HISTOCHEM CYTOC,00445991,1.8,1.6
9891,ACTA HISTOCHEMICA ET CYTOCHEMICA,ACTA HISTOCHEM CYTOC,13475800,1.8,1.6
9892,AGRICULTURAL AND FOREST ENTOMOLOGY,AGR FOREST ENTOMOL,14619555,1.8,1.6
9892,AGRICULTURAL AND FOREST ENTOMOLOGY,AGR FOREST ENTOMOL,14619563,1.8,1.6
9893,ANTICANCER RESEARCH,ANTICANCER RES,02507005,1.8,1.6
9893,ANTICANCER RESEARCH,ANTICANCER RES,17917530,1.8,1.6
9894,APPLIED MATHEMATICS AND OPTIMIZATION,APPL MATH OPT,00954616,1.8,1.6
9894,APPLIED MATHEMATICS AND OPTIMIZATION,APPL MATH OPT,14320606,1.8,1.6
9895,Apunts Educacion Fisica y Deportes,APUNT EDUC FIS DEPOR,15774015,1.8,1.6
9895,Apunts Educacion Fisica y Deportes,APUNT EDUC FIS DEPOR,20140983,1.8,1.6
9896,Archives of Endocrinology Metabolism,ARCH ENDOCRIN METAB,23593997,1.8,1.6
9896,Archives of Endocrinology Metabolism,ARCH ENDOCRIN METAB,23594292,1.8,1.6
9897,AREA,AREA,00040894,1.8,1.6
9897,AREA,AREA,14754762,1.8,1.6
9898,Australasian Accounting Business and Finance Journal,AUSTRALAS ACCOUNT BU,18342000,1.8,1.6
9898,Australasian Accounting Business and Finance Journal,AUSTRALAS ACCOUNT BU,18342019,1.8,1.6
9899,Australian Journal of Civil Engineering,AUST J CIV ENG,14488353,1.8,1.6
9899,Australian Journal of Civil Engineering,AUST J CIV ENG,22042245,1.8,1.6
9900,Behavior and Social Issues,BEHAV SOC ISSUES,10649506,1.8,1.6
9900,Behavior and Social Issues,BEHAV SOC ISSUES,23766786,1.8,1.6
9901,BIT NUMERICAL MATHEMATICS,BIT,00063835,1.8,1.6
9901,BIT NUMERICAL MATHEMATICS,BIT,15729125,1.8,1.6
9902,CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,CELEST MECH DYN ASTR,09232958,1.8,1.6
9902,CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,CELEST MECH DYN ASTR,15729478,1.8,1.6
9903,CULTURAL STUDIES,CULT STUD,09502386,1.8,1.6
9903,CULTURAL STUDIES,CULT STUD,14664348,1.8,1.6
9904,CURRENT THERAPEUTIC RESEARCH-CLINICAL AND EXPERIMENTAL,CURR THER RES CLIN E,0011393X,1.8,1.6
9904,CURRENT THERAPEUTIC RESEARCH-CLINICAL AND EXPERIMENTAL,CURR THER RES CLIN E,18790313,1.8,1.6
9905,ELECTROMAGNETIC BIOLOGY AND MEDICINE,ELECTROMAGN BIOL MED,15368378,1.8,1.6
9905,ELECTROMAGNETIC BIOLOGY AND MEDICINE,ELECTROMAGN BIOL MED,15368386,1.8,1.6
9906,EUPHYTICA,EUPHYTICA,00142336,1.8,1.6
9906,EUPHYTICA,EUPHYTICA,15735060,1.8,1.6
9907,European Constitutional Law Review,EUR CONST LAW REV,15740196,1.8,1.6
9907,European Constitutional Law Review,EUR CONST LAW REV,17445515,1.8,1.6
9908,European Journal of Medical Genetics,EUR J MED GENET,17697212,1.8,1.6
9908,European Journal of Medical Genetics,EUR J MED GENET,18780849,1.8,1.6
9909,HISTORICAL METHODS,HIST METHOD,01615440,1.8,1.6
9909,HISTORICAL METHODS,HIST METHOD,19401906,1.8,1.6
9910,Information Security Journal,INF SECUR J,19393555,1.8,1.6
9910,Information Security Journal,INF SECUR J,19393547,1.8,1.6
9911,INTERNATIONAL JOURNAL OF CONTROL,INT J CONTROL,00207179,1.8,1.6
9911,INTERNATIONAL JOURNAL OF CONTROL,INT J CONTROL,13665820,1.8,1.6
9912,International Journal of Reproductive Biomedicine,INT J REPROD BIOMED,24764108,1.8,1.6
9912,International Journal of Reproductive Biomedicine,INT J REPROD BIOMED,24763772,1.8,1.6
9913,Iranian Journal of Biotechnology,IRAN J BIOTECHNOL,17283043,1.8,1.6
9914,Iranian Journal of Medical Sciences,IRAN J MED SCI,02530716,1.8,1.6
9914,Iranian Journal of Medical Sciences,IRAN J MED SCI,17353688,1.8,1.6
9915,ISIJ INTERNATIONAL,ISIJ INT,09151559,1.8,1.6
9915,ISIJ INTERNATIONAL,ISIJ INT,13475460,1.8,1.6
9916,JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,JAVMA-J AM VET MED A,00031488,1.8,1.6
9916,JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,JAVMA-J AM VET MED A,1943569X,1.8,1.6
9917,JOURNAL OF ADDICTIVE DISEASES,J ADDICT DIS,10550887,1.8,1.6
9917,JOURNAL OF ADDICTIVE DISEASES,J ADDICT DIS,15450848,1.8,1.6
9918,Journal of Agricultural and Applied Economics,J AGRIC APPL ECON,10740708,1.8,1.6
9918,Journal of Agricultural and Applied Economics,J AGRIC APPL ECON,20567405,1.8,1.6
9919,Journal of Agriculture Food Systems and Community Development,J AGRIC FOOD SYST CO,21520798,1.8,1.6
9919,Journal of Agriculture Food Systems and Community Development,J AGRIC FOOD SYST CO,21520801,1.8,1.6
9920,JOURNAL OF APPLIED POULTRY RESEARCH,J APPL POULTRY RES,10566171,1.8,1.6
9920,JOURNAL OF APPLIED POULTRY RESEARCH,J APPL POULTRY RES,15370437,1.8,1.6
9921,Journal of College Student Retention-Research Theory & Practice,J COLL STUD RETENT-R,15210251,1.8,1.6
9921,Journal of College Student Retention-Research Theory & Practice,J COLL STUD RETENT-R,15414167,1.8,1.6
9922,JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,J CONTIN EDUC HEALTH,08941912,1.8,1.6
9922,JOURNAL OF CONTINUING EDUCATION IN THE HEALTH PROFESSIONS,J CONTIN EDUC HEALTH,1554558X,1.8,1.6
